dataset,classifier,method,seed,accuracy,f1_pos,f1_macro,fnr,n_evals,time_s,best_params
BC,RF,Grid,44,0.9186046511627907,0.8852459016393442,0.9110914192881405,0.15625,1080,542.8329549610003,"{""n_estimators"": 300, ""max_depth"": 5, ""min_samples_split"": 2, ""min_samples_leaf"": 8, ""max_features"": ""sqrt""}"
BC,RF,Grid,45,0.9534883720930233,0.9375,0.9502314814814814,0.0625,1080,567.5906011360003,"{""n_estimators"": 50, ""max_depth"": 5, ""min_samples_split"": 2, ""min_samples_leaf"": 1, ""max_features"": ""log2""}"
BC,RF,Grid,46,0.9534883720930233,0.9393939393939394,0.9508290451686678,0.03125,1080,571.2265651389998,"{""n_estimators"": 50, ""max_depth"": 5, ""min_samples_split"": 2, ""min_samples_leaf"": 1, ""max_features"": 0.5}"
BC,RF,Grid,47,0.9651162790697675,0.9523809523809523,0.962429008300568,0.0625,1080,558.3911806799997,"{""n_estimators"": 50, ""max_depth"": 5, ""min_samples_split"": 2, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}"
BC,RF,Grid,48,0.9883720930232558,0.9846153846153847,0.9876347951114306,0.0,1080,541.6630931230002,"{""n_estimators"": 50, ""max_depth"": 5, ""min_samples_split"": 2, ""min_samples_leaf"": 4, ""max_features"": 0.5}"
BC,RF,Grid,49,0.9767441860465116,0.96875,0.9751157407407407,0.03125,1080,565.9035680250008,"{""n_estimators"": 50, ""max_depth"": 5, ""min_samples_split"": 2, ""min_samples_leaf"": 4, ""max_features"": 0.3}"
BC,RF,Grid,50,0.9651162790697675,0.9523809523809523,0.962429008300568,0.0625,1080,546.6020132900003,"{""n_estimators"": 50, ""max_depth"": 5, ""min_samples_split"": 2, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}"
BC,RF,Grid,51,0.9883720930232558,0.9841269841269841,0.9874763361001893,0.03125,1080,575.5692421189997,"{""n_estimators"": 50, ""max_depth"": 5, ""min_samples_split"": 2, ""min_samples_leaf"": 1, ""max_features"": 0.5}"
BC,RF,Random,42,0.9883720930232558,0.9841269841269841,0.9874763361001893,0.03125,50,26.73704952099979,"{""n_estimators"": 300, ""max_depth"": 20, ""min_samples_split"": 2, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}"
BC,RF,Random,43,0.9651162790697675,0.9538461538461539,0.9629043853342919,0.03125,50,28.229753036001057,"{""n_estimators"": 200, ""max_depth"": 10, ""min_samples_split"": 2, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}"
BC,RF,Random,44,0.9186046511627907,0.8852459016393442,0.9110914192881405,0.15625,50,26.588460701999793,"{""n_estimators"": 300, ""max_depth"": 10, ""min_samples_split"": 3, ""min_samples_leaf"": 9, ""max_features"": ""sqrt""}"
BC,RF,Random,45,0.9534883720930233,0.9375,0.9502314814814814,0.0625,50,26.62644047699905,"{""n_estimators"": 150, ""max_depth"": 20, ""min_samples_split"": 9, ""min_samples_leaf"": 5, ""max_features"": ""sqrt""}"
BC,RF,Random,46,0.9418604651162791,0.9253731343283582,0.9388770433546553,0.03125,50,24.56331344999853,"{""n_estimators"": 50, ""max_depth"": 20, ""min_samples_split"": 5, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
BC,RF,Random,47,0.9534883720930233,0.9375,0.9502314814814814,0.0625,50,23.23711689800075,"{""n_estimators"": 50, ""max_depth"": 25, ""min_samples_split"": 5, ""min_samples_leaf"": 4, ""max_features"": 0.3}"
BC,RF,Random,48,0.9883720930232558,0.9846153846153847,0.9876347951114306,0.0,50,21.93921340199995,"{""n_estimators"": 50, ""max_depth"": 5, ""min_samples_split"": 11, ""min_samples_leaf"": 2, ""max_features"": 0.5}"
BC,RF,Random,49,0.9883720930232558,0.9846153846153847,0.9876347951114306,0.0,50,24.557477968000967,"{""n_estimators"": 50, ""max_depth"": 15, ""min_samples_split"": 8, ""min_samples_leaf"": 2, ""max_features"": 0.3}"
BC,RF,Random,50,0.9651162790697675,0.9523809523809523,0.962429008300568,0.0625,50,21.443185545000233,"{""n_estimators"": 200, ""max_depth"": 15, ""min_samples_split"": 7, ""min_samples_leaf"": 4, ""max_features"": 0.5}"
BC,RF,Random,51,0.9883720930232558,0.9841269841269841,0.9874763361001893,0.03125,50,28.286693441001262,"{""n_estimators"": 50, ""max_depth"": 10, ""min_samples_split"": 2, ""min_samples_leaf"": 6, ""max_features"": 0.3}"
BC,RF,Bayesian,42,0.9767441860465116,0.967741935483871,0.9747800586510265,0.0625,50,29.744775210001535,"{""n_estimators"": 150, ""max_depth"": 20, ""min_samples_split"": 7, ""min_samples_leaf"": 2, ""max_features"": 0.3}"
BC,RF,Bayesian,43,0.9534883720930233,0.9393939393939394,0.9508290451686678,0.03125,50,24.955900803000986,"{""n_estimators"": 100, ""max_depth"": 5, ""min_samples_split"": 13, ""min_samples_leaf"": 3, ""max_features"": ""log2""}"
BC,RF,Bayesian,44,0.9302325581395349,0.9,0.9232142857142858,0.15625,50,32.65099564499906,"{""n_estimators"": 300, ""max_depth"": 5, ""min_samples_split"": 11, ""min_samples_leaf"": 5, ""max_features"": ""sqrt""}"
BC,RF,Bayesian,45,0.9534883720930233,0.9375,0.9502314814814814,0.0625,50,32.76438863000112,"{""n_estimators"": 300, ""max_depth"": 20, ""min_samples_split"": 10, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}"
BC,RF,Bayesian,46,0.9418604651162791,0.9253731343283582,0.9388770433546553,0.03125,50,19.32812165299947,"{""n_estimators"": 50, ""max_depth"": 25, ""min_samples_split"": 4, ""min_samples_leaf"": 1, ""max_features"": 0.5}"
BC,RF,Bayesian,47,0.9651162790697675,0.9523809523809523,0.962429008300568,0.0625,50,29.674546054999155,"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_split"": 9, ""min_samples_leaf"": 2, ""max_features"": 0.5}"
BC,RF,Bayesian,48,0.9883720930232558,0.9846153846153847,0.9876347951114306,0.0,50,18.446772854998926,"{""n_estimators"": 50, ""max_depth"": 20, ""min_samples_split"": 6, ""min_samples_leaf"": 4, ""max_features"": 0.5}"
BC,RF,Bayesian,49,0.9767441860465116,0.96875,0.9751157407407407,0.03125,50,27.055472952000855,"{""n_estimators"": 150, ""max_depth"": 25, ""min_samples_split"": 8, ""min_samples_leaf"": 4, ""max_features"": 0.5}"
BC,RF,Bayesian,50,0.9651162790697675,0.9523809523809523,0.962429008300568,0.0625,50,16.54024820700033,"{""n_estimators"": 50, ""max_depth"": 5, ""min_samples_split"": 4, ""min_samples_leaf"": 8, ""max_features"": ""sqrt""}"
BC,RF,Bayesian,51,0.9883720930232558,0.9841269841269841,0.9874763361001893,0.03125,50,20.499175552999077,"{""n_estimators"": 50, ""max_depth"": 5, ""min_samples_split"": 4, ""min_samples_leaf"": 2, ""max_features"": 0.5}"
BC,RF,GWO,42,0.9883720930232558,0.9841269841269841,0.9874763361001893,0.03125,210,133.32770453800003,"{""n_estimators"": 50, ""max_depth"": 15, ""min_samples_split"": 3, ""min_samples_leaf"": 2, ""max_features"": 0.3}"
BC,RF,GWO,43,0.9767441860465116,0.96875,0.9751157407407407,0.03125,210,46.78650313799881,"{""n_estimators"": 100, ""max_depth"": 25, ""min_samples_split"": 5, ""min_samples_leaf"": 4, ""max_features"": ""log2""}"
BC,RF,GWO,44,0.9186046511627907,0.8852459016393442,0.9110914192881405,0.15625,210,140.14076065300105,"{""n_estimators"": 300, ""max_depth"": 10, ""min_samples_split"": 12, ""min_samples_leaf"": 7, ""max_features"": ""sqrt""}"
BC,RF,GWO,45,0.9418604651162791,0.9230769230769231,0.9381739755571532,0.0625,210,124.80868730899965,"{""n_estimators"": 150, ""max_depth"": 15, ""min_samples_split"": 9, ""min_samples_leaf"": 2, ""max_features"": 0.3}"
BC,RF,GWO,46,0.9534883720930233,0.9393939393939394,0.9508290451686678,0.03125,210,89.4118682419994,"{""n_estimators"": 200, ""max_depth"": 5, ""min_samples_split"": 3, ""min_samples_leaf"": 4, ""max_features"": ""log2""}"
BC,RF,GWO,47,0.9651162790697675,0.9523809523809523,0.962429008300568,0.0625,210,91.55071923000105,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_split"": 8, ""min_samples_leaf"": 2, ""max_features"": 0.5}"
BC,RF,GWO,48,0.9883720930232558,0.9846153846153847,0.9876347951114306,0.0,210,162.12354107200008,"{""n_estimators"": 100, ""max_depth"": 20, ""min_samples_split"": 9, ""min_samples_leaf"": 6, ""max_features"": 0.3}"
BC,RF,GWO,49,0.9767441860465116,0.96875,0.9751157407407407,0.03125,210,105.32299068999964,"{""n_estimators"": 300, ""max_depth"": 20, ""min_samples_split"": 7, ""min_samples_leaf"": 6, ""max_features"": 0.5}"
BC,RF,GWO,50,0.9651162790697675,0.9523809523809523,0.962429008300568,0.0625,210,39.76172405299985,"{""n_estimators"": 50, ""max_depth"": 20, ""min_samples_split"": 8, ""min_samples_leaf"": 6, ""max_features"": ""sqrt""}"
BC,RF,GWO,51,0.9883720930232558,0.9841269841269841,0.9874763361001893,0.03125,210,188.46480498900019,"{""n_estimators"": 50, ""max_depth"": 20, ""min_samples_split"": 10, ""min_samples_leaf"": 7, ""max_features"": 0.5}"
BC,RF,PSO,42,0.9883720930232558,0.9841269841269841,0.9874763361001893,0.03125,210,72.15324364499975,"{""n_estimators"": 50, ""max_depth"": 15, ""min_samples_split"": 3, ""min_samples_leaf"": 2, ""max_features"": 0.3}"
BC,RF,PSO,43,0.9767441860465116,0.96875,0.9751157407407407,0.03125,210,54.77268282499972,"{""n_estimators"": 100, ""max_depth"": 25, ""min_samples_split"": 5, ""min_samples_leaf"": 4, ""max_features"": ""log2""}"
BC,RF,PSO,44,0.9186046511627907,0.8852459016393442,0.9110914192881405,0.15625,210,154.80492266500005,"{""n_estimators"": 300, ""max_depth"": 10, ""min_samples_split"": 12, ""min_samples_leaf"": 7, ""max_features"": ""sqrt""}"
BC,RF,PSO,45,0.9418604651162791,0.9230769230769231,0.9381739755571532,0.0625,210,141.80058369899962,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_split"": 10, ""min_samples_leaf"": 4, ""max_features"": 0.3}"
BC,RF,PSO,46,0.9418604651162791,0.9253731343283582,0.9388770433546553,0.03125,210,110.4849967150003,"{""n_estimators"": 50, ""max_depth"": 10, ""min_samples_split"": 2, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
BC,RF,PSO,47,0.9651162790697675,0.9523809523809523,0.962429008300568,0.0625,210,185.47217020600146,"{""n_estimators"": 200, ""max_depth"": 25, ""min_samples_split"": 8, ""min_samples_leaf"": 2, ""max_features"": 0.5}"
BC,RF,PSO,48,0.9883720930232558,0.9846153846153847,0.9876347951114306,0.0,210,71.89327203500034,"{""n_estimators"": 50, ""max_depth"": 20, ""min_samples_split"": 11, ""min_samples_leaf"": 7, ""max_features"": ""sqrt""}"
BC,RF,PSO,49,0.9767441860465116,0.96875,0.9751157407407407,0.03125,210,238.73442485799933,"{""n_estimators"": 300, ""max_depth"": 20, ""min_samples_split"": 7, ""min_samples_leaf"": 6, ""max_features"": 0.5}"
BC,RF,PSO,50,0.9534883720930233,0.9354838709677419,0.9495601173020527,0.09375,210,58.90199213999949,"{""n_estimators"": 50, ""max_depth"": null, ""min_samples_split"": 10, ""min_samples_leaf"": 5, ""max_features"": ""log2""}"
BC,RF,PSO,51,0.9883720930232558,0.9841269841269841,0.9874763361001893,0.03125,210,193.45629460199962,"{""n_estimators"": 300, ""max_depth"": 10, ""min_samples_split"": 7, ""min_samples_leaf"": 8, ""max_features"": 0.3}"
BC,SVM,Manual,42,0.9651162790697675,0.9508196721311475,0.9618963225520603,0.09375,1,1.59599949256517e-06,"{""C"": 1.0, ""kernel"": ""rbf"", ""gamma"": ""scale""}"
BC,SVM,Manual,43,0.9767441860465116,0.96875,0.9751157407407407,0.03125,1,1.9119997887173668e-06,"{""C"": 1.0, ""kernel"": ""rbf"", ""gamma"": ""scale""}"
BC,SVM,Manual,44,0.9534883720930233,0.9354838709677419,0.9495601173020527,0.09375,1,2.2920012270333245e-06,"{""C"": 1.0, ""kernel"": ""rbf"", ""gamma"": ""scale""}"
BC,SVM,Manual,45,0.9651162790697675,0.9508196721311475,0.9618963225520603,0.09375,1,1.9569997675716877e-06,"{""C"": 1.0, ""kernel"": ""rbf"", ""gamma"": ""scale""}"
BC,SVM,Manual,46,0.9651162790697675,0.9538461538461539,0.9629043853342919,0.03125,1,1.7260008462471887e-06,"{""C"": 1.0, ""kernel"": ""rbf"", ""gamma"": ""scale""}"
BC,SVM,Manual,47,0.9534883720930233,0.9375,0.9502314814814814,0.0625,1,2.3180000425782055e-06,"{""C"": 1.0, ""kernel"": ""rbf"", ""gamma"": ""scale""}"
BC,SVM,Manual,48,0.9767441860465116,0.96875,0.9751157407407407,0.03125,1,1.4190009096637368e-06,"{""C"": 1.0, ""kernel"": ""rbf"", ""gamma"": ""scale""}"
BC,SVM,Manual,49,0.9767441860465116,0.96875,0.9751157407407407,0.03125,1,1.6609992599114776e-06,"{""C"": 1.0, ""kernel"": ""rbf"", ""gamma"": ""scale""}"
BC,SVM,Manual,50,0.9534883720930233,0.9333333333333333,0.9488095238095238,0.125,1,1.7460006347391754e-06,"{""C"": 1.0, ""kernel"": ""rbf"", ""gamma"": ""scale""}"
BC,SVM,Manual,51,0.9767441860465116,0.9696969696969697,0.9754145225843339,0.0,1,1.324999175267294e-06,"{""C"": 1.0, ""kernel"": ""rbf"", ""gamma"": ""scale""}"
BC,SVM,Grid,42,0.9883720930232558,0.9841269841269841,0.9874763361001893,0.03125,60,0.5986965669999336,"{""C"": 0.1, ""kernel"": ""linear"", ""gamma"": ""scale""}"
BC,SVM,Grid,43,0.9883720930232558,0.9841269841269841,0.9874763361001893,0.03125,60,0.5455323869991844,"{""C"": 0.1, ""kernel"": ""linear"", ""gamma"": ""scale""}"
BC,SVM,Grid,44,0.9534883720930233,0.9375,0.9502314814814814,0.0625,60,0.486799896998491,"{""C"": 100.0, ""kernel"": ""rbf"", ""gamma"": 0.01}"
BC,SVM,Grid,45,0.9302325581395349,0.90625,0.9253472222222222,0.09375,60,0.5028799259998777,"{""C"": 100.0, ""kernel"": ""linear"", ""gamma"": ""scale""}"
BC,SVM,Grid,46,0.9767441860465116,0.96875,0.9751157407407407,0.03125,60,0.48031859700131463,"{""C"": 0.1, ""kernel"": ""linear"", ""gamma"": ""scale""}"
BC,SVM,Grid,47,0.9534883720930233,0.9354838709677419,0.9495601173020527,0.09375,60,0.4788485970002512,"{""C"": 10.0, ""kernel"": ""poly"", ""gamma"": 0.1}"
BC,SVM,Grid,48,0.9534883720930233,0.9375,0.9502314814814814,0.0625,60,0.4864366649999283,"{""C"": 10.0, ""kernel"": ""linear"", ""gamma"": ""scale""}"
BC,SVM,Grid,49,0.9767441860465116,0.96875,0.9751157407407407,0.03125,60,0.7954879840017384,"{""C"": 1.0, ""kernel"": ""rbf"", ""gamma"": ""scale""}"
BC,SVM,Grid,50,0.9651162790697675,0.9508196721311475,0.9618963225520603,0.09375,60,0.7494156730008399,"{""C"": 0.1, ""kernel"": ""linear"", ""gamma"": ""scale""}"
BC,SVM,Grid,51,0.9651162790697675,0.9538461538461539,0.9629043853342919,0.03125,60,0.7546863419993315,"{""C"": 10.0, ""kernel"": ""rbf"", ""gamma"": ""scale""}"
BC,SVM,Random,42,0.9883720930232558,0.9841269841269841,0.9874763361001893,0.03125,50,0.6095455769991531,"{""C"": 0.09540418265608068, ""kernel"": ""linear"", ""gamma"": ""scale""}"
BC,SVM,Random,43,0.9883720930232558,0.9841269841269841,0.9874763361001893,0.03125,50,0.5761586040007387,"{""C"": 0.37647975232506975, ""kernel"": ""linear"", ""gamma"": ""scale""}"
BC,SVM,Random,44,0.9651162790697675,0.9523809523809523,0.962429008300568,0.0625,50,0.437003768998693,"{""C"": 0.8111924164424971, ""kernel"": ""linear"", ""gamma"": ""auto""}"
BC,SVM,Random,45,0.9651162790697675,0.9508196721311475,0.9618963225520603,0.09375,50,0.48432170399973984,"{""C"": 0.13658442654415662, ""kernel"": ""linear"", ""gamma"": 0.01}"
BC,SVM,Random,46,0.9534883720930233,0.9375,0.9502314814814814,0.0625,50,0.3928148909999436,"{""C"": 13.001151963087747, ""kernel"": ""rbf"", ""gamma"": ""auto""}"
BC,SVM,Random,47,0.9767441860465116,0.967741935483871,0.9747800586510265,0.0625,50,0.35198170300100173,"{""C"": 5.00516526248835, ""kernel"": ""rbf"", ""gamma"": ""auto""}"
BC,SVM,Random,48,0.9651162790697675,0.9508196721311475,0.9618963225520603,0.09375,50,0.35811585600094986,"{""C"": 14.881568105879062, ""kernel"": ""poly"", ""gamma"": ""auto""}"
BC,SVM,Random,49,0.9883720930232558,0.9841269841269841,0.9874763361001893,0.03125,50,0.46866818200032867,"{""C"": 1.9652901330985977, ""kernel"": ""rbf"", ""gamma"": ""scale""}"
BC,SVM,Random,50,0.9418604651162791,0.9152542372881356,0.935503224838758,0.15625,50,0.36891877399830264,"{""C"": 0.9775664203574941, ""kernel"": ""rbf"", ""gamma"": 0.01}"
BC,SVM,Random,51,0.9651162790697675,0.9538461538461539,0.9629043853342919,0.03125,50,0.4232206429987855,"{""C"": 25.721321892968156, ""kernel"": ""linear"", ""gamma"": 0.01}"
BC,SVM,Bayesian,42,0.9883720930232558,0.9841269841269841,0.9874763361001893,0.03125,50,0.6530994289987575,"{""C"": 0.1648044642797898, ""kernel"": ""linear"", ""gamma"": ""scale""}"
BC,SVM,Bayesian,43,0.9767441860465116,0.967741935483871,0.9747800586510265,0.0625,50,0.6145979200009606,"{""C"": 0.028854813096126055, ""kernel"": ""linear"", ""gamma"": ""auto""}"
BC,SVM,Bayesian,44,0.9767441860465116,0.967741935483871,0.9747800586510265,0.0625,50,0.6652253169995674,"{""C"": 12.702817707625154, ""kernel"": ""rbf"", ""gamma"": 0.01}"
BC,SVM,Bayesian,45,0.9302325581395349,0.90625,0.9253472222222222,0.09375,50,0.6958361719989625,"{""C"": 90.37453045307828, ""kernel"": ""linear"", ""gamma"": ""auto""}"
BC,SVM,Bayesian,46,0.9767441860465116,0.96875,0.9751157407407407,0.03125,50,0.5972298420001607,"{""C"": 0.026079399624427353, ""kernel"": ""linear"", ""gamma"": 0.1}"
BC,SVM,Bayesian,47,0.9418604651162791,0.9206349206349206,0.9373816805009465,0.09375,50,0.5954828640005871,"{""C"": 12.526566980575675, ""kernel"": ""linear"", ""gamma"": 0.01}"
BC,SVM,Bayesian,48,0.9651162790697675,0.9538461538461539,0.9629043853342919,0.03125,50,0.6026995239990356,"{""C"": 14.119523849018398, ""kernel"": ""rbf"", ""gamma"": ""scale""}"
BC,SVM,Bayesian,49,0.9883720930232558,0.9841269841269841,0.9874763361001893,0.03125,50,0.7121304680003959,"{""C"": 2.143366645843459, ""kernel"": ""rbf"", ""gamma"": ""auto""}"
BC,SVM,Bayesian,50,0.9534883720930233,0.9333333333333333,0.9488095238095238,0.125,50,0.6229212550006196,"{""C"": 0.17962343032354788, ""kernel"": ""linear"", ""gamma"": 0.01}"
BC,SVM,Bayesian,51,0.9767441860465116,0.96875,0.9751157407407407,0.03125,50,0.846992725999371,"{""C"": 2.2907342323004936, ""kernel"": ""linear"", ""gamma"": ""scale""}"
BC,SVM,GWO,42,0.9767441860465116,0.967741935483871,0.9747800586510265,0.0625,210,2.38160078600049,"{""C"": 7.8089172659109485, ""kernel"": ""rbf"", ""gamma"": 0.01}"
BC,SVM,GWO,43,0.9883720930232558,0.9841269841269841,0.9874763361001893,0.03125,210,1.5624345910000557,"{""C"": 0.1301763535469107, ""kernel"": ""linear"", ""gamma"": ""auto""}"
BC,SVM,GWO,44,0.9651162790697675,0.9523809523809523,0.962429008300568,0.0625,210,1.3067595889988297,"{""C"": 0.6358228977270608, ""kernel"": ""linear"", ""gamma"": 0.1}"
BC,SVM,GWO,45,0.9302325581395349,0.90625,0.9253472222222222,0.09375,210,1.8259947189999366,"{""C"": 99.99999907896604, ""kernel"": ""linear"", ""gamma"": ""scale""}"
BC,SVM,GWO,46,0.9767441860465116,0.96875,0.9751157407407407,0.03125,210,1.5910056489992712,"{""C"": 3.5741609825536997, ""kernel"": ""rbf"", ""gamma"": 0.01}"
BC,SVM,GWO,47,0.9534883720930233,0.9354838709677419,0.9495601173020527,0.09375,210,1.5421831189996738,"{""C"": 10.528108877887533, ""kernel"": ""poly"", ""gamma"": 0.1}"
BC,SVM,GWO,48,0.9651162790697675,0.9538461538461539,0.9629043853342919,0.03125,210,1.499523769998632,"{""C"": 13.58308801683923, ""kernel"": ""rbf"", ""gamma"": ""scale""}"
BC,SVM,GWO,49,0.9883720930232558,0.9841269841269841,0.9874763361001893,0.03125,210,2.3395420189990546,"{""C"": 3.1246195283619063, ""kernel"": ""rbf"", ""gamma"": ""scale""}"
BC,SVM,GWO,50,0.9534883720930233,0.9333333333333333,0.9488095238095238,0.125,210,1.9051217579999502,"{""C"": 0.20597986284319164, ""kernel"": ""linear"", ""gamma"": ""scale""}"
BC,SVM,GWO,51,0.9651162790697675,0.9538461538461539,0.9629043853342919,0.03125,210,2.095643864999147,"{""C"": 58.85248225875523, ""kernel"": ""linear"", ""gamma"": ""auto""}"
BC,SVM,PSO,42,0.9534883720930233,0.9393939393939394,0.9508290451686678,0.03125,210,1.6858229949993984,"{""C"": 99.99999907896604, ""kernel"": ""rbf"", ""gamma"": ""auto""}"
BC,SVM,PSO,43,0.9883720930232558,0.9841269841269841,0.9874763361001893,0.03125,210,1.6256130870006018,"{""C"": 0.1301763535469107, ""kernel"": ""linear"", ""gamma"": ""auto""}"
BC,SVM,PSO,44,0.9651162790697675,0.9523809523809523,0.962429008300568,0.0625,210,1.853843669001435,"{""C"": 0.44063815985002946, ""kernel"": ""linear"", ""gamma"": ""auto""}"
BC,SVM,PSO,45,0.9418604651162791,0.9206349206349206,0.9373816805009465,0.09375,210,2.117052485000386,"{""C"": 53.46891052117233, ""kernel"": ""linear"", ""gamma"": ""auto""}"
BC,SVM,PSO,46,0.9767441860465116,0.96875,0.9751157407407407,0.03125,210,2.3891414209992945,"{""C"": 3.5741609825536997, ""kernel"": ""rbf"", ""gamma"": 0.01}"
BC,SVM,PSO,47,0.9534883720930233,0.9354838709677419,0.9495601173020527,0.09375,210,1.4414765519995854,"{""C"": 10.528108877887533, ""kernel"": ""poly"", ""gamma"": 0.1}"
BC,SVM,PSO,48,0.9651162790697675,0.9538461538461539,0.9629043853342919,0.03125,210,1.3983994040008838,"{""C"": 12.92724364734171, ""kernel"": ""rbf"", ""gamma"": ""scale""}"
BC,SVM,PSO,49,0.9883720930232558,0.9841269841269841,0.9874763361001893,0.03125,210,1.6960095680005907,"{""C"": 3.1246195283619063, ""kernel"": ""rbf"", ""gamma"": ""scale""}"
BC,SVM,PSO,50,0.9534883720930233,0.9333333333333333,0.9488095238095238,0.125,210,1.2949197909983923,"{""C"": 0.20597986284319164, ""kernel"": ""linear"", ""gamma"": ""scale""}"
BC,SVM,PSO,51,0.9651162790697675,0.9538461538461539,0.9629043853342919,0.03125,210,2.3455254140008037,"{""C"": 58.85248225875523, ""kernel"": ""linear"", ""gamma"": ""auto""}"
BC,LR,Manual,42,0.9767441860465116,0.96875,0.9751157407407407,0.03125,1,1.4189990906743333e-06,"{""C"": 1.0, ""solver"": ""lbfgs""}"
BC,LR,Manual,43,0.9883720930232558,0.9841269841269841,0.9874763361001893,0.03125,1,1.7469992599217221e-06,"{""C"": 1.0, ""solver"": ""lbfgs""}"
BC,LR,Manual,44,0.9767441860465116,0.967741935483871,0.9747800586510265,0.0625,1,2.140999640687369e-06,"{""C"": 1.0, ""solver"": ""lbfgs""}"
BC,LR,Manual,45,0.9651162790697675,0.9508196721311475,0.9618963225520603,0.09375,1,2.208000296377577e-06,"{""C"": 1.0, ""solver"": ""lbfgs""}"
BC,LR,Manual,46,0.9883720930232558,0.9841269841269841,0.9874763361001893,0.03125,1,1.7710008251015097e-06,"{""C"": 1.0, ""solver"": ""lbfgs""}"
BC,LR,Manual,47,0.9534883720930233,0.9375,0.9502314814814814,0.0625,1,1.9549988792277873e-06,"{""C"": 1.0, ""solver"": ""lbfgs""}"
BC,LR,Manual,48,0.9883720930232558,0.9846153846153847,0.9876347951114306,0.0,1,1.6369995137210935e-06,"{""C"": 1.0, ""solver"": ""lbfgs""}"
BC,LR,Manual,49,1.0,1.0,1.0,0.0,1,1.9349990907358006e-06,"{""C"": 1.0, ""solver"": ""lbfgs""}"
BC,LR,Manual,50,0.9767441860465116,0.967741935483871,0.9747800586510265,0.0625,1,1.6369995137210935e-06,"{""C"": 1.0, ""solver"": ""lbfgs""}"
BC,LR,Manual,51,0.9883720930232558,0.9841269841269841,0.9874763361001893,0.03125,1,1.731999873300083e-06,"{""C"": 1.0, ""solver"": ""lbfgs""}"
BC,LR,Grid,42,0.9767441860465116,0.967741935483871,0.9747800586510265,0.0625,15,1.165709364000577,"{""C"": 0.01778279410038923, ""solver"": ""liblinear""}"
BC,LR,Grid,43,0.9883720930232558,0.9841269841269841,0.9874763361001893,0.03125,15,1.4378376739987289,"{""C"": 0.31622776601683794, ""solver"": ""lbfgs""}"
BC,LR,Grid,44,0.9651162790697675,0.9523809523809523,0.962429008300568,0.0625,15,2.2467786030010757,"{""C"": 5.623413251903491, ""solver"": ""lbfgs""}"
BC,LR,Grid,45,0.9418604651162791,0.9206349206349206,0.9373816805009465,0.09375,15,1.1497873869993782,"{""C"": 100.0, ""solver"": ""lbfgs""}"
